cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
836974,Montgomery Ward Holding Corp. (1997),1,1997-07-07,,1997-07-07,,0,LOPUCKI,11,5311,1,1
836974,Montgomery Ward Holding Corp. (2000),2,2000-12-28,,2000-12-28,,0,LOPUCKI,11,5311,1,1
837173,"Walter Energy, Inc.",1,2015-07-15,2015-07-15,2015-07-15,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1220,1,3
837472,BOUNDLESS CORP,1,2006-06-13,2006-06-13,,,0,8K_SUBMISSIONS,,6770.0,1,1
837852,"IDEANOMICS, INC.  (IDEX)",1,2024-12-06,2024-12-06,,,0,8K_FTS+8K_SUBMISSIONS,,3711,1,2
838448,FF Holdings Corporation,1,1998-01-07,,1998-01-07,,0,LOPUCKI,11,5411,1,1
839441,IMAGENETIX INC /NV/,1,2012-12-18,2012-12-18,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
839621,Granite Broadcasting Corporation,1,2006-12-11,2006-12-13,2006-12-11,2,2,8K_SUBMISSIONS+LOPUCKI,11,4833,1,2
840216,"Koll Real Estate Group, Inc.",1,1997-07-14,,1997-07-14,,0,LOPUCKI,11,1531,1,1
840216,"California Coastal Communities, Inc.",2,2009-10-27,2009-11-02,2009-10-27,6,6,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1531,1,3
840216,CALIFORNIA COASTAL COMMUNITIES INC,3,2010-12-08,2010-12-08,,,79,8K_FTS+8K_SUBMISSIONS,,1531,1,6
840256,Vineyard National Bancorp,1,2009-07-21,2009-07-22,2009-07-21,1,385,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,29
840264,CAPITOL BANCORP LTD,1,2012-08-09,2012-08-09,2012-08-09,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,3
840264,CAPITOL BANCORP LTD,2,2014-02-04,2014-02-04,,,0,8K_FTS+8K_SUBMISSIONS,,6021,1,2
840302,"MTS, Incorporated",1,2004-02-09,,2004-02-09,,0,LOPUCKI,11,5735,1,1
840319,Aphton CORP,1,2006-05-24,2006-05-24,,,0,8K_SUBMISSIONS,,2836.0,1,1
840889,DORAL FINANCIAL CORP,1,2015-03-02,2015-03-02,2015-03-11,-9,10,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6029,1,5
84129,RITE AID CORP  (RADCQ),1,2023-10-16,2023-10-16,,,72,8K_FTS+8K_SUBMISSIONS,,5912,1,6
841866,AMS HEALTH SCIENCES INC,1,2008-01-02,2008-01-02,,,40,8K_SUBMISSIONS,,5099.0,1,2
842162,LEAR CORP  (LEA),1,2009-07-07,2009-07-07,2009-07-07,0,121,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3714,1,7
842635,Lyondell Chemical Company,1,2009-01-06,2009-01-07,2009-01-06,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2860,1,3
842722,"Fuse Science, Inc.",1,2026-07-17,2026-07-17,,,0,8K_SUBMISSIONS,,4581.0,1,1
842913,"Kash N Karry Food Stores, Inc.",1,1994-11-09,,1994-11-09,,0,LOPUCKI,11,5411,1,1
843494,"ASCENDIA BRANDS, INC.",1,2008-08-08,2008-08-08,,,0,8K_SUBMISSIONS,,2844.0,1,1
843964,HEARTLAND PARTNERS L P,1,2006-04-26,2006-04-26,,,2,8K_SUBMISSIONS,,6552.0,1,2
844143,Centric Brands Inc.,1,2020-05-18,2020-05-18,2020-05-18,0,148,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2300,1,7
844843,"Geotek Communications, Inc.",1,1998-06-29,,1998-06-29,,0,LOPUCKI,11,3663,1,1
844887,DIAMONDHEAD CASINO CORP  (DHCC),1,2025-08-04,2025-08-04,,,0,8K_FTS+8K_SUBMISSIONS,,7011,1,2
844985,POSITRON CORP,1,2016-05-10,2016-05-10,,,0,8K_FTS+8K_SUBMISSIONS,,3845,1,2
844985,POSITRON CORP,2,2018-08-01,2018-08-01,,,0,8K_FTS+8K_SUBMISSIONS,,3845,1,2
845577,"Loewen Group, Inc.",1,1999-06-01,,1999-06-01,,0,LOPUCKI,11,7200,1,1
845879,CHARYS HOLDING CO INC,1,2009-03-12,2009-03-12,,,0,8K_FTS+8K_SUBMISSIONS,,7200,1,2
846378,Mercury Finance Company,1,1998-07-06,,1998-07-06,,0,LOPUCKI,11,6141,1,1
846475,ZYNEX INC  (ZYXI),1,2025-12-16,2025-12-16,,,94,8K_FTS+8K_SUBMISSIONS,,3845,1,8
846615,"JPS Textile Group, Inc. (1997)",1,1997-08-01,,1997-08-01,,0,LOPUCKI,11,2211,1,1
846815,Collins & Aikman Corporation,1,2005-05-17,2005-05-20,2005-05-17,3,3,8K_SUBMISSIONS+LOPUCKI,11,3714,1,2
846815,COLLINS & AIKMAN CORP,2,2007-10-16,2007-10-16,,,0,8K_SUBMISSIONS,,3714.0,1,1
847322,Criimi Mae Inc.,1,1998-10-05,,1998-10-05,,0,LOPUCKI,11,6798,1,1
847468,"Waste Systems International, Inc.",1,2001-01-11,,2001-01-11,,0,LOPUCKI,11,4953,1,1
847555,"IdentiPHI, Inc.",1,2009-02-12,2009-02-12,,,0,8K_FTS+8K_SUBMISSIONS,,7370,1,2
849101,Avado Brands Inc.,1,2004-02-04,,2004-02-04,,0,LOPUCKI,11,5812,1,1
84919,"RCLC, INC.",1,2011-09-09,2011-09-09,,,46,8K_FTS+8K_SUBMISSIONS,,2890,1,4
849979,Weirton Steel Corp.,1,2003-05-19,,2003-05-19,,0,LOPUCKI,11,3312,1,1
850261,"Sorrento Therapeutics, Inc.  (SRNE)",1,2023-02-13,2023-02-13,,,9,8K_FTS+8K_SUBMISSIONS,,2836,1,4
850519,"SONICblue, Inc.",1,2003-03-21,,2003-03-21,,0,LOPUCKI,11,3576,1,1
850660,Thermadyne Holdings Corp. (2001),1,2001-11-19,,2001-11-19,,0,LOPUCKI,11,3541,1,1
851199,SIRICOMM INC,1,2007-12-26,2007-12-26,,,0,8K_SUBMISSIONS,,7372.0,1,1
851726,Santa Fe Gold CORP,1,2015-08-28,2015-08-28,,,0,8K_FTS+8K_SUBMISSIONS,,1000,1,2
852570,GLOBAL AXCESS CORP,1,2013-08-06,2013-08-06,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
852766,"YTB International, Inc.",1,2013-03-05,2013-03-05,,,224,8K_FTS+8K_SUBMISSIONS,,4700,1,4
852772,"Flagstar Companies, Inc.",1,1997-06-27,,1997-06-27,,0,LOPUCKI,11,5812,1,1
852952,WestPoint Stevens Inc. (2003),1,2003-06-01,,2003-06-01,,0,LOPUCKI,11,2390,1,1
853695,DRI CORP,1,2012-03-29,2012-03-29,,,0,8K_FTS+8K_SUBMISSIONS,,3669,1,2
853927,"American Media Operations, Inc.",1,2010-11-17,,2010-11-17,,0,LOPUCKI,11,2721,1,1
85417,ROWE COMPANIES,1,2006-09-22,2006-09-22,,,0,8K_SUBMISSIONS,,2510.0,1,1
854171,"GLOBAL AIRCRAFT SOLUTIONS, INC.",1,2009-02-02,2009-02-02,,,81,8K_FTS+8K_SUBMISSIONS,,4581,1,4
854709,Dayton Superior Corporation,1,2009-04-19,2009-04-20,2009-04-19,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3317,1,3
854858,AJAY SPORTS INC,1,2007-01-03,2007-01-03,,,0,8K_SUBMISSIONS,,3949.0,1,1
855109,"MidgardXXI, Inc.",1,2007-05-03,2007-05-03,,,0,8K_SUBMISSIONS,,3572.0,1,1
855372,ECO2 PLASTICS INC,1,2009-11-25,2009-11-25,,,219,8K_FTS+8K_SUBMISSIONS,,4955,1,4
855581,"WEIDA COMMUNICATIONS, INC.",1,2006-03-31,2006-03-31,,,0,8K_SUBMISSIONS,,4813.0,1,1
855667,"Neenah Enterprises, Inc. (2010)",1,2010-02-03,2010-02-04,2010-02-03,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3320,1,3
855684,UCAP INC,1,2004-11-05,2004-11-05,,,0,8K_SUBMISSIONS,,6500.0,1,1
856200,"Kaiser Group International, Inc.",1,2000-06-09,,2000-06-09,,0,LOPUCKI,11,4955,1,1
856569,ENCORIUM GROUP INC,1,2012-05-18,2012-05-18,,,0,8K_FTS+8K_SUBMISSIONS,,8731,1,2
857171,ABLE LABORATORIES INC,1,2005-07-20,2005-07-20,,,0,8K_SUBMISSIONS,,2835.0,1,1
857171,ABLE LABORATORIES INC,2,2006-07-21,2006-07-21,,,0,8K_SUBMISSIONS,,2835.0,1,1
857954,Caldor Corporation,1,1995-09-18,,1995-09-18,,0,LOPUCKI,11,5311,1,1
858395,"Caesars Entertainment Operating Company, Inc.",1,2015-01-12,2015-01-15,2015-01-12,3,3,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7011,1,3
858558,READERS DIGEST ASSOCIATION INC,1,2009-08-24,2009-08-24,2009-08-24,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2731,1,3
859475,TRIDENT MICROSYSTEMS INC,1,2012-01-04,2012-01-04,2012-01-04,0,350,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3674,1,5
859735,GARDENBURGER INC,1,2005-10-17,2005-10-17,,,154,8K_SUBMISSIONS,,2030.0,1,2
859747,1PM Industries,1,2008-06-03,2008-06-03,,,6,8K_SUBMISSIONS,,2000.0,1,2
860131,Wave Sync Corp.,1,2006-10-06,2006-10-06,,,188,8K_SUBMISSIONS,,2860.0,1,2
860192,Geneva Steel Company (1999),1,1999-02-01,,1999-02-01,,0,LOPUCKI,11,3312,1,1
860420,APS Holding Corp.,1,1998-02-02,,1998-02-02,,0,LOPUCKI,11,5013,1,1
861459,GRANITE CONSTRUCTION INC,1,2026-02-18,2026-02-18,,,0,8K_SUBMISSIONS,,1600.0,1,1
861955,"CIB Marine Bancshares, Inc.",1,2009-09-15,2009-09-16,2009-09-15,1,51,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6022,1,5
863456,WET SEAL INC,1,2015-01-16,2015-01-16,,,349,8K_FTS+8K_SUBMISSIONS,,5621,1,6
86346,Salant Corp. (1998),1,1998-12-29,,1998-12-29,,0,LOPUCKI,11,2320,1,1
863894,VERU INC.,1,2016-01-04,2016-01-04,,,0,8K_SUBMISSIONS,,2834.0,1,1
864968,"Venture Stores, Inc",1,1998-01-20,,1998-01-20,,0,LOPUCKI,11,5331,1,1
865570,THQ INC,1,2012-12-19,2012-12-19,2012-12-19,0,237,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7372,1,5
865941,CELADON GROUP INC,1,2019-12-19,2019-12-19,,,0,8K_FTS+8K_SUBMISSIONS,,4213,1,2
866253,Cityscape Financial Corp.,1,1998-10-06,,1998-10-06,,0,LOPUCKI,11,6162,1,1
866439,"DarkPulse, Inc.  (DPLS)",1,2023-07-10,2023-07-10,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
866492,"Tectonic Network, Inc",1,2005-10-03,2005-10-03,,,0,8K_SUBMISSIONS,,7372.0,1,1
866535,"Retail Pro, Inc.",1,2009-01-12,2009-01-12,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
866609,ION GEOPHYSICAL CORP,1,2022-04-13,2022-04-13,,,0,8K_FTS+8K_SUBMISSIONS,,1382,1,2
866671,WESTERN WATER CO,1,2005-05-24,2005-05-24,,,269,8K_SUBMISSIONS,,6795.0,1,2
867028,"FOMO WORLDWIDE, INC.  (IGOT)",1,2024-04-15,2024-04-15,,,77,8K_FTS+8K_SUBMISSIONS,,6799,1,4
867687,"AMERICA WEST RESOURCES, INC.",1,2007-10-19,2007-10-19,,,0,8K_SUBMISSIONS,,1220.0,1,1
867687,"AMERICA WEST RESOURCES, INC.",2,2013-02-07,2013-02-07,,,0,8K_FTS+8K_SUBMISSIONS,,1220,1,2
867773,SUNPOWER CORP  (SPWRQ),1,2024-08-06,2024-08-06,,,0,8K_FTS+8K_SUBMISSIONS,,3674,1,2
868076,American Eco Corp.,1,2000-08-04,,2000-08-04,,0,LOPUCKI,11,7600,1,1
868263,"Vista Eyecare, Inc.",1,2000-04-05,,2000-04-05,,0,LOPUCKI,11,5990,1,1
868512,"Sun-Times Media Group, Inc.",1,2009-03-31,,2009-03-31,,0,LOPUCKI,11,2711,1,1
868725,"Rentech, Inc.",1,2017-12-19,2017-12-21,2017-12-19,2,111,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2870,1,7
868797,"Winstar Communications, Inc.",1,2001-04-18,,2001-04-18,,0,LOPUCKI,11,4813,1,1
869487,TANDY BRANDS ACCESSORIES INC,1,2014-03-17,2014-03-17,,,37,8K_FTS+8K_SUBMISSIONS,,2300,1,4
870213,"Burlington Industries, Inc.",1,2001-11-15,,2001-11-15,,0,LOPUCKI,11,3211,1,1
870398,SBM CERTIFICATE CO,1,2013-05-03,2013-05-03,,,52,8K_FTS+8K_SUBMISSIONS,,,1,4
87050,Neonode Inc.,1,2008-12-15,2008-12-15,,,0,8K_SUBMISSIONS,,3679.0,1,1
870756,"National Energy Group, Inc.",1,1998-12-04,,1998-12-04,,0,LOPUCKI,11,1311,1,1
870826,"iMedia Brands, Inc.",1,2023-06-29,2023-06-29,,,243,8K_FTS+8K_SUBMISSIONS,,5961,1,4
872248,PETROQUEST ENERGY INC,1,2018-11-07,2018-11-07,,,85,8K_FTS+8K_SUBMISSIONS,,1311,1,4
872545,MCINTOSH BANCSHARES INC /GA/,1,2011-06-21,2011-06-21,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
874265,"Genesis Health Ventures, Inc.",1,2000-06-22,,2000-06-22,,0,LOPUCKI,11,8051,1,1
874292,ADDVANTAGE TECHNOLOGIES GROUP INC  (AEYGQ),1,2024-02-01,2024-02-01,,,0,8K_FTS+8K_SUBMISSIONS,,5000,1,2
874389,"Applied Extrusion Technologies, Inc.",1,2004-12-01,,2004-12-01,,0,LOPUCKI,11,3081,1,1
874499,Gulfport Energy Corporation,1,2020-11-13,2020-11-16,2020-11-13,3,167,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
874501,"Ambac Financial Group, Inc.",1,2010-11-08,2010-11-10,2010-11-08,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6351,1,3
874501,AMBAC FINANCIAL GROUP INC  (AMBC),2,2012-03-20,2012-03-20,,,0,8K_FTS+8K_SUBMISSIONS,,6351,1,2
874690,"Sun Television and Appliances, Inc.",1,1998-09-16,,1998-09-16,,0,LOPUCKI,11,5731,1,1
874710,ALLIED HEALTHCARE PRODUCTS INC,1,2023-05-12,2023-05-12,,,67,8K_FTS+8K_SUBMISSIONS,,3842,1,4
874808,"Marvel Entertainment Group, Inc.",1,1996-12-27,,1996-12-27,,0,LOPUCKI,11,2721,1,1
874841,PACIFIC SUNWEAR OF CALIFORNIA INC,1,2016-04-08,2016-04-08,,,157,8K_FTS+8K_SUBMISSIONS,,5600,1,4
875090,"Home Holdings, Inc.",1,1998-01-15,,1998-01-15,,0,LOPUCKI,11,6331,1,1
875612,"Ameriserve Food Distribution, Inc.",1,2000-01-31,,2000-01-31,,0,LOPUCKI,11,5141,1,1
876320,"AgriBioTech, Inc.",1,2000-01-25,,2000-01-25,,0,LOPUCKI,11,100,1,1
877355,"LandAmerica Financial Group, Inc.",1,2008-11-26,2008-12-01,2008-11-26,5,380,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6361,1,6
878079,"Bon Ton Stores, Inc.",1,2018-02-04,2018-02-05,2018-02-04,1,75,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5311,1,5
878324,"Paging Network, Inc.",1,2000-07-14,,2000-07-14,,0,LOPUCKI,11,4812,1,1
878720,CHILDREN S BOOKS & TOYS INC,1,2004-11-04,2004-11-04,,,0,8K_SUBMISSIONS,,5961.0,1,1
878726,Tuesday Morning Corporation,1,2020-05-27,2020-05-28,2020-05-27,1,215,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5331,1,11
878726,TUESDAY MORNING CORP/DE  (TUEMQ),2,2023-02-16,2023-02-16,,,1,8K_FTS+8K_SUBMISSIONS,,5331,1,4
878731,"Finlay Enterprises, Inc.",1,2009-08-05,2009-08-06,2009-08-05,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5944,1,3
878731,FINLAY ENTERPRISES INC /DE,2,2010-08-24,2010-08-24,,,0,8K_FTS+8K_SUBMISSIONS,,5944,1,2
878774,American Mortgage Acceptance Company,1,2010-04-26,2010-04-28,2010-04-26,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,3
878802,Quadrant 4 System Corp,1,2017-07-05,2017-07-05,,,434,8K_FTS+8K_SUBMISSIONS,,3669,1,10
878808,FIRSTGOLD CORP.,1,2010-01-29,2010-01-29,,,130,8K_FTS+8K_SUBMISSIONS,,1040,1,6
879206,USN CORP,1,2004-12-23,2004-12-23,,,0,8K_SUBMISSIONS,,5944.0,1,1
879206,USN CORP,2,2006-03-13,2006-03-13,,,0,8K_SUBMISSIONS,,5944.0,1,1
879969,CareMatrix Corp.,1,2000-11-09,,2000-11-09,,0,LOPUCKI,11,8050,1,1
880460,"Perfumania Holdings, Inc.",1,2017-08-26,2017-08-29,2017-08-26,3,48,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5900,1,5
88095,Sea Containers Ltd.,1,2006-10-15,2006-10-19,2006-10-15,4,4,8K_SUBMISSIONS+LOPUCKI,11,4400,1,2
88095,SEA CONTAINERS LTD /NY/,2,2008-12-02,2008-12-02,,,71,8K_FTS+8K_SUBMISSIONS,,4400.0,1,3
881468,SPATIALIGHT INC,1,2008-02-25,2008-02-25,,,0,8K_SUBMISSIONS,,3861.0,1,1
881524,VIVUS INC,1,2020-07-07,2020-07-07,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
882287,"Mariner Post-Acute Network, Inc.",1,2000-01-18,,2000-01-18,,0,LOPUCKI,11,8051,1,1
883476,CRESCENT BANKING CO,1,2010-07-26,2010-07-26,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
883697,REGEN BIOLOGICS INC,1,2011-04-11,2011-04-11,,,64,8K_FTS+8K_SUBMISSIONS,,3841,1,8
883701,"Finova Group, Inc.",1,2001-03-07,,2001-03-07,,0,LOPUCKI,11,6153,1,1
883702,"Acme Metals, Incorporated",1,1998-09-28,,1998-09-28,,0,LOPUCKI,11,3312,1,1
883943,CHRISTOPHER & BANKS CORP,1,2021-01-14,2021-01-14,,,0,8K_FTS+8K_SUBMISSIONS,,5621,1,2
884124,"Galey & Lord, Inc. (2002)",1,2002-02-19,,2002-02-19,,0,LOPUCKI,11,2211,1,1
884124,"Galey & Lord, Inc. (2004)",2,2004-08-19,,2004-08-19,,0,LOPUCKI,11,2211,1,1
884217,"Tailored Brands, Inc.",1,2020-08-02,2020-08-03,2020-08-02,1,122,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5600,1,9
884318,"Metricom, Inc.",1,2001-07-02,,2001-07-02,,0,LOPUCKI,11,3663,1,1
884719,FOCUS ENHANCEMENTS INC,1,2008-09-17,2008-09-17,,,0,8K_SUBMISSIONS,,3576.0,1,1
884940,STEIN MART INC,1,2020-08-12,2020-08-12,2020-08-12,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5651,1,3
884999,Dyersburg Corp.,1,2000-09-25,,2000-09-25,,0,LOPUCKI,11,2211,1,1
885066,Alliance Entertainment Corp.,1,1997-07-14,,1997-07-14,,0,LOPUCKI,11,5099,1,1
885322,Anchor BanCorp Wisconsin Inc.,1,2013-08-12,2013-08-13,2013-08-12,1,46,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6036,1,7
885475,Eco-Shift Power Corp.,1,2008-09-16,2008-09-16,,,0,8K_SUBMISSIONS,,7200.0,1,1
885551,VALENCE TECHNOLOGY INC,1,2012-07-13,2012-07-13,,,0,8K_FTS+8K_SUBMISSIONS,,3690,1,2
885551,VALENCE TECHNOLOGY INC,2,2013-11-22,2013-11-22,,,0,8K_FTS+8K_SUBMISSIONS,,3690,1,2
885672,ASTROPOWER INC,1,2004-12-13,2004-12-13,,,0,8K_SUBMISSIONS,,3674.0,1,1
886158,BED BATH & BEYOND INC,1,2023-04-24,2023-04-24,,,158,8K_FTS+8K_SUBMISSIONS,,5700,1,8
886328,E DIGITAL CORP,1,2017-07-07,2017-07-07,,,0,8K_FTS+8K_SUBMISSIONS,,3674,1,2
886835,SUPERIOR ENERGY SERVICES INC,1,2020-12-07,2020-12-07,2020-12-07,0,44,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1389,1,5
887150,HAMPSHIRE GROUP LTD,1,2016-11-25,2016-11-25,,,0,8K_FTS+8K_SUBMISSIONS,,2253,1,2
887247,DMK PHARMACEUTICALS Corp  (DMKPQ),1,2024-02-05,2024-02-05,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
887356,"Bradlees, Inc. (1995)",1,1995-06-23,,1995-06-23,,0,LOPUCKI,11,5311,1,1
887356,Bradlees Inc. (2000),2,2000-12-26,,2000-12-26,,0,LOPUCKI,11,5311,1,1
887403,DaisyTek International Corp.,1,2003-05-07,,2003-05-07,,0,LOPUCKI,11,5110,1,1
887433,AMPEX CORP /DE/,1,2008-03-31,2008-03-31,,,192,8K_SUBMISSIONS,,3663.0,1,6
887591,Fibermark Inc.,1,2004-03-30,,2004-03-30,,0,LOPUCKI,11,2631,1,1
887591,FIBERMARK INC,2,2005-12-05,2005-12-05,,,30,8K_SUBMISSIONS,,2631.0,1,2
887701,NORTH AMERICAN PALLADIUM LTD,1,2008-05-19,2008-05-19,,,0,8K_SUBMISSIONS,,1000.0,1,1
887921,"Revlon, Inc. (Revlon Consumer Products Corporation)",1,2022-06-15,2022-06-16,2022-06-15,1,293,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2844,1,5
888507,PRESIDENT CASINOS INC,1,2006-12-08,2006-12-08,,,0,8K_SUBMISSIONS,,7990.0,1,1
888507,PRESIDENT CASINOS INC,2,2009-01-30,2009-01-30,,,0,8K_FTS+8K_SUBMISSIONS,,7990,1,2
888693,ISCO INTERNATIONAL INC,1,2009-07-15,2009-07-15,,,161,8K_FTS+8K_SUBMISSIONS,,3825,1,4
888918,Carbide Graphite Group Inc.,1,2001-09-21,,2001-09-21,,0,LOPUCKI,11,3620,1,1
889423,SATCON TECHNOLOGY CORP,1,2012-10-18,2012-10-18,,,0,8K_FTS+8K_SUBMISSIONS,,3674,1,2
889429,"Paragon Trade Brands, Inc.",1,1998-01-06,,1998-01-06,,0,LOPUCKI,11,2670,1,1
889571,United Artists Theatre Company,1,2000-09-05,,2000-09-05,,0,LOPUCKI,11,7830,1,1
889992,"Forticell BioScience, Inc.",1,2008-11-21,2008-11-21,,,251,8K_FTS+8K_SUBMISSIONS,,3841.0,1,3
890080,FOAMEX L P,1,2005-09-22,2005-09-22,,,0,8K_SUBMISSIONS,,3086.0,1,1
890081,FOAMEX CAPITAL CORP,1,2005-09-22,2005-09-22,,,0,8K_SUBMISSIONS,,3086.0,1,1
890093,"JumboSports, Inc.",1,1998-12-27,,1998-12-27,,0,LOPUCKI,11,5940,1,1
890447,Vertex Energy Inc.  (VTNR),1,2024-09-26,2024-09-26,,,118,8K_FTS+8K_SUBMISSIONS,,2911,1,6
890449,"PennCorp Financial Group, Inc.",1,2000-02-07,,2000-02-07,,0,LOPUCKI,11,6311,1,1
890547,REVLON CONSUMER PRODUCTS CORP,1,2022-06-16,2022-06-16,,,292,8K_FTS+8K_SUBMISSIONS,,2844,1,4
890784,RAMP CORP,1,2005-06-08,2005-06-08,,,0,8K_SUBMISSIONS,,7370.0,1,1
89107,"Service Merchandise Company, Inc.",1,1999-03-15,,1999-03-15,,0,LOPUCKI,11,5399,1,1
891285,Ha-Lo Industries,1,2001-07-30,,2001-07-30,,0,LOPUCKI,11,5090,1,1
891504,"TAPESTRY PHARMACEUTICALS, INC",1,2009-03-25,2009-03-25,,,0,8K_FTS+8K_SUBMISSIONS,,2833,1,2
891531,"Breed Technologies, Inc.",1,1999-09-20,,1999-09-20,,0,LOPUCKI,11,3714,1,1
892449,VENTURE FINANCIAL GROUP INC,1,2009-09-17,2009-09-17,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
892535,THORNBURG MORTGAGE INC,1,2009-05-01,2009-05-01,2009-05-01,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,3
892553,Chart Industries Inc.,1,2003-07-08,,2003-07-08,,0,LOPUCKI,11,3443,1,1
892604,"Worldtex, Inc.",1,2001-03-12,,2001-03-12,,0,LOPUCKI,11,2200,1,1
892986,WARREN RESOURCES INC,1,2016-06-03,2016-06-03,,,109,8K_FTS+8K_SUBMISSIONS,,1311,1,6
893670,"Hayes Lemmerz International, Inc. (2001)",1,2001-12-05,,2001-12-05,,0,LOPUCKI,11,3714,1,1
893741,FRESH CHOICE INC,1,2005-12-23,2005-12-23,,,0,8K_SUBMISSIONS,,5812.0,1,1
894076,Philip Services Corp. (1999),1,1999-06-25,,1999-06-25,,0,LOPUCKI,11,4950,1,1
894158,"Theriva Biologics, Inc.",1,2005-07-15,2005-07-15,,,0,8K_SUBMISSIONS,,2834.0,1,1
894232,Drypers Corp.,1,2000-10-10,,2000-10-10,,0,LOPUCKI,11,2670,1,1
894267,COWLITZ BANCORPORATION,1,2010-08-02,2010-08-02,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
894490,BANKUNITED FINANCIAL CORP,1,2009-05-29,2009-05-29,,,0,8K_FTS+8K_SUBMISSIONS,,6035,1,2
894490,BANKUNITED FINANCIAL CORP,2,2012-03-09,2012-03-09,,,0,8K_FTS+8K_SUBMISSIONS,,6035,1,2
894503,INTEGRAL HEALTH INC,1,2006-04-27,2006-04-27,,,0,8K_SUBMISSIONS,,6770.0,1,1
894544,CHANCELLOR GROUP INC.,1,2007-11-02,2007-11-02,,,291,8K_SUBMISSIONS,,1311.0,1,2
894552,"E Med Future, Inc.",1,2006-12-13,2006-12-13,,,0,8K_SUBMISSIONS,,7819.0,1,1
894552,E MED FUTURE INC  (EMDF),2,2011-12-15,2011-12-15,,,124,8K_FTS+8K_SUBMISSIONS,,3841,1,4
894751,"Boston Chicken, Inc.",1,1998-10-05,,1998-10-05,,0,LOPUCKI,11,5812,1,1
895126,Chesapeake Energy Corporation,1,2020-06-28,2020-06-29,2020-06-28,1,205,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
895419,"WOLFSPEED, INC.  (WOLF)",1,2025-07-01,2025-07-01,,,91,8K_FTS+8K_SUBMISSIONS,,3674,1,6
895517,"Molten Metal Technology, Inc.",1,1997-12-03,,1997-12-03,,0,LOPUCKI,11,4955,1,1
895642,ENER1 INC,1,2012-01-26,2012-01-26,2012-01-26,0,36,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3690,1,7
895648,GENERAL GROWTH PROPERTIES INC,1,2009-04-16,2009-04-16,2009-04-16,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,3
895648,GENERAL GROWTH PROPERTIES INC,2,2010-10-27,2010-10-27,,,0,8K_FTS+8K_SUBMISSIONS,,6798,1,2
895651,SIGHT RESOURCE CORP,1,2005-11-10,2005-11-10,,,0,8K_SUBMISSIONS,,8000.0,1,1
895665,"Clearday, Inc.  (CLRD)",1,2024-04-05,2024-04-05,,,0,8K_FTS+8K_SUBMISSIONS,,8050,1,2
895716,"StarVox Communications, Inc. /DE/",1,2005-01-18,2005-01-18,,,0,8K_SUBMISSIONS,,6770.0,1,1
